,u,i,ts,label,idx
3040,64,490,1137705839.0,1.0,3041
3041,64,490,1137705839.0,1.0,3042
3042,64,625,1137705859.0,1.0,3043
3043,64,625,1137705859.0,1.0,3044
3044,64,1133,1137705876.0,1.0,3045
3045,64,1208,1137705899.0,1.0,3046
3046,64,1208,1137705899.0,1.0,3047
3047,64,895,1137706021.0,1.0,3048
3048,64,895,1137706021.0,1.0,3049
3049,64,660,1137706022.0,1.0,3050
3050,64,660,1137706022.0,1.0,3051
3051,64,660,1137706022.0,1.0,3052
3052,64,1204,1137706045.0,1.0,3053
3053,64,1204,1137706045.0,1.0,3054
3054,63,1135,1137707258.0,1.0,3055
3055,63,493,1137707274.0,1.0,3056
3056,65,536,1137714733.0,1.0,3057
3057,66,659,1137715183.0,1.0,3058
3058,66,659,1137715183.0,1.0,3059
3059,66,659,1137715183.0,1.0,3060
3060,66,867,1137715220.0,1.0,3061
3061,66,867,1137715220.0,1.0,3062
3062,66,867,1137715220.0,1.0,3063
3063,66,867,1137715220.0,1.0,3064
3064,66,765,1137715297.0,1.0,3065
3065,66,506,1137715438.0,1.0,3066
3066,66,506,1137715438.0,1.0,3067
3067,66,1039,1137715451.0,1.0,3068
3068,48,1033,1137718367.0,1.0,3069
3069,63,1156,1137727273.0,1.0,3070
3070,63,1156,1137727330.0,1.0,3071
3071,63,1103,1137727370.0,1.0,3072
3072,63,1209,1137727393.0,1.0,3073
3073,63,1209,1137727393.0,1.0,3074
3074,63,1181,1137727402.0,1.0,3075
3075,63,715,1137727445.0,1.0,3076
3076,63,625,1137727454.0,1.0,3077
3077,63,1133,1137727471.0,1.0,3078
3078,63,1133,1137727471.0,1.0,3079
3079,63,1133,1137727471.0,1.0,3080
3080,63,1133,1137727471.0,1.0,3081
3081,63,1202,1137727484.0,1.0,3082
3082,63,1210,1137727507.0,1.0,3083
3083,63,1210,1137727507.0,1.0,3084
3084,67,543,1137734577.0,1.0,3085
3085,67,950,1137734729.0,1.0,3086
3086,67,920,1137734789.0,1.0,3087
3087,67,957,1137734829.0,1.0,3088
3088,67,673,1137734874.0,1.0,3089
3089,67,673,1137734874.0,1.0,3090
3090,67,673,1137734874.0,1.0,3091
3091,67,1107,1137734895.0,1.0,3092
3092,67,1107,1137734895.0,1.0,3093
3093,67,1107,1137734895.0,1.0,3094
3094,67,729,1137734922.0,1.0,3095
3095,67,729,1137734922.0,1.0,3096
3096,67,729,1137734922.0,1.0,3097
3097,67,661,1137734935.0,1.0,3098
3098,67,661,1137734935.0,1.0,3099
3099,67,661,1137734935.0,1.0,3100
3100,67,661,1137734935.0,1.0,3101
3101,67,699,1137734967.0,1.0,3102
3102,67,699,1137734967.0,1.0,3103
3103,67,580,1137734985.0,1.0,3104
3104,67,580,1137734985.0,1.0,3105
3105,67,580,1137734985.0,1.0,3106
3106,67,580,1137734985.0,1.0,3107
3107,67,944,1137734997.0,1.0,3108
3108,67,944,1137734998.0,1.0,3109
3109,67,684,1137735012.0,1.0,3110
3110,67,684,1137735012.0,1.0,3111
3111,67,684,1137735018.0,1.0,3112
3112,67,490,1137735036.0,1.0,3113
3113,67,490,1137735036.0,1.0,3114
3114,67,490,1137735036.0,1.0,3115
3115,67,928,1137735069.0,1.0,3116
3116,67,928,1137735078.0,1.0,3117
3117,67,928,1137735078.0,1.0,3118
3118,67,936,1137735088.0,1.0,3119
3119,67,769,1137735096.0,1.0,3120
3120,67,831,1137735155.0,1.0,3121
3121,67,768,1137735203.0,1.0,3122
3122,36,535,1137735233.0,1.0,3123
3123,36,535,1137735233.0,1.0,3124
3124,67,541,1137735321.0,1.0,3125
3125,67,541,1137735321.0,1.0,3126
3126,67,768,1137735328.0,1.0,3127
3127,49,1120,1137745176.0,1.0,3128
3128,49,472,1137745271.0,1.0,3129
3129,49,472,1137745303.0,1.0,3130
3130,49,631,1137745311.0,1.0,3131
3131,49,497,1137745345.0,1.0,3132
3132,49,557,1137745367.0,1.0,3133
3133,49,695,1137745388.0,1.0,3134
3134,49,692,1137745396.0,1.0,3135
3135,49,695,1137745428.0,1.0,3136
3136,49,695,1137745428.0,1.0,3137
3137,49,695,1137745428.0,1.0,3138
3138,49,695,1137745447.0,1.0,3139
3139,49,690,1137745459.0,1.0,3140
3140,49,690,1137745478.0,1.0,3141
3141,49,1002,1137745543.0,1.0,3142
3142,49,796,1137745640.0,1.0,3143
3143,49,796,1137745640.0,1.0,3144
3144,49,796,1137745640.0,1.0,3145
3145,49,796,1137745675.0,1.0,3146
3146,49,674,1137745860.0,1.0,3147
3147,49,674,1137745860.0,1.0,3148
3148,49,675,1137745922.0,1.0,3149
3149,49,559,1137745972.0,1.0,3150
3150,49,559,1137745972.0,1.0,3151
3151,49,565,1137745992.0,1.0,3152
3152,49,565,1137745997.0,1.0,3153
3153,49,1157,1137746044.0,1.0,3154
3154,49,673,1137746051.0,1.0,3155
3155,49,673,1137746062.0,1.0,3156
3156,49,674,1137746090.0,1.0,3157
3157,49,674,1137746090.0,1.0,3158
3158,49,1021,1137746137.0,1.0,3159
3159,49,1021,1137746137.0,1.0,3160
3160,49,1021,1137746137.0,1.0,3161
3161,49,1021,1137746137.0,1.0,3162
3162,49,686,1137746202.0,1.0,3163
3163,49,686,1137746204.0,1.0,3164
3164,49,680,1137746349.0,1.0,3165
3165,49,680,1137746362.0,1.0,3166
3166,49,1046,1137746647.0,1.0,3167
3167,49,481,1137746750.0,1.0,3168
3168,29,809,1137757513.0,1.0,3169
3169,29,809,1137757513.0,1.0,3170
3170,29,1081,1137757559.0,1.0,3171
3171,29,1081,1137757559.0,1.0,3172
3172,29,814,1137757572.0,1.0,3173
3173,29,814,1137757572.0,1.0,3174
3174,49,562,1137764570.0,1.0,3175
3175,49,549,1137764698.0,1.0,3176
3176,49,495,1137764741.0,1.0,3177
3177,49,495,1137764741.0,1.0,3178
3178,49,564,1137764756.0,1.0,3179
3179,49,564,1137764778.0,1.0,3180
3180,49,577,1137764805.0,1.0,3181
3181,49,622,1137764826.0,1.0,3182
3182,68,970,1137765052.0,1.0,3183
3183,49,600,1137765137.0,1.0,3184
3184,49,600,1137765137.0,1.0,3185
3185,49,613,1137765173.0,1.0,3186
3186,49,723,1137765208.0,1.0,3187
3187,49,1140,1137765338.0,1.0,3188
3188,49,1140,1137765392.0,1.0,3189
3189,49,1138,1137765414.0,1.0,3190
3190,49,1138,1137765414.0,1.0,3191
3191,49,1138,1137765439.0,1.0,3192
3192,49,973,1137765503.0,1.0,3193
3193,68,486,1137765517.0,1.0,3194
3194,68,970,1137765563.0,1.0,3195
3195,49,992,1137765622.0,1.0,3196
3196,49,882,1137765635.0,1.0,3197
3197,49,882,1137765673.0,1.0,3198
3198,49,643,1137765723.0,1.0,3199
3199,49,727,1137765830.0,1.0,3200
3200,49,727,1137765830.0,1.0,3201
3201,68,1167,1137765896.0,1.0,3202
3202,49,727,1137765911.0,1.0,3203
3203,68,807,1137765913.0,1.0,3204
3204,68,807,1137765913.0,1.0,3205
3205,68,1167,1137765925.0,1.0,3206
3206,49,1039,1137765946.0,1.0,3207
3207,68,695,1137765991.0,1.0,3208
3208,68,695,1137765991.0,1.0,3209
3209,68,514,1137766004.0,1.0,3210
3210,68,514,1137766004.0,1.0,3211
3211,68,490,1137766017.0,1.0,3212
3212,68,490,1137766017.0,1.0,3213
3213,49,504,1137766020.0,1.0,3214
3214,49,504,1137766030.0,1.0,3215
3215,49,504,1137766033.0,1.0,3216
3216,49,504,1137766036.0,1.0,3217
3217,68,712,1137766051.0,1.0,3218
3218,68,736,1137766057.0,1.0,3219
3219,68,636,1137766086.0,1.0,3220
3220,68,636,1137766086.0,1.0,3221
3221,49,498,1137766115.0,1.0,3222
3222,20,1066,1137766122.0,1.0,3223
3223,20,1066,1137766122.0,1.0,3224
3224,20,1066,1137766123.0,1.0,3225
3225,49,921,1137766211.0,1.0,3226
3226,49,921,1137766211.0,1.0,3227
3227,49,921,1137766211.0,1.0,3228
3228,20,674,1137766234.0,1.0,3229
3229,49,1095,1137766261.0,1.0,3230
3230,49,1095,1137766286.0,1.0,3231
3231,49,499,1137766417.0,1.0,3232
3232,49,647,1137766879.0,1.0,3233
3233,49,647,1137766879.0,1.0,3234
3234,49,533,1137766897.0,1.0,3235
3235,49,533,1137766986.0,1.0,3236
3236,49,640,1137766991.0,1.0,3237
3237,49,531,1137767007.0,1.0,3238
3238,49,528,1137767030.0,1.0,3239
3239,49,528,1137767035.0,1.0,3240
3240,49,1211,1137767099.0,1.0,3241
3241,49,1211,1137767122.0,1.0,3242
3242,49,531,1137767129.0,1.0,3243
3243,36,1212,1137771777.0,1.0,3244
3244,36,1212,1137771777.0,1.0,3245
3245,36,1212,1137771777.0,1.0,3246
3246,67,867,1137777760.0,1.0,3247
3247,67,867,1137777781.0,1.0,3248
3248,67,867,1137777782.0,1.0,3249
3249,67,494,1137777826.0,1.0,3250
3250,67,494,1137777826.0,1.0,3251
3251,67,918,1137777845.0,1.0,3252
3252,67,918,1137777858.0,1.0,3253
3253,67,565,1137777866.0,1.0,3254
3254,67,503,1137777951.0,1.0,3255
3255,67,503,1137777951.0,1.0,3256
3256,67,503,1137777951.0,1.0,3257
3257,67,503,1137777961.0,1.0,3258
3258,67,479,1137777975.0,1.0,3259
3259,67,479,1137777976.0,1.0,3260
3260,67,479,1137777987.0,1.0,3261
3261,67,485,1137777997.0,1.0,3262
3262,67,485,1137777998.0,1.0,3263
3263,67,485,1137778006.0,1.0,3264
3264,67,965,1137778012.0,1.0,3265
3265,67,965,1137778014.0,1.0,3266
3266,67,965,1137778027.0,1.0,3267
3267,67,799,1137778047.0,1.0,3268
3268,67,799,1137778047.0,1.0,3269
3269,67,481,1137778110.0,1.0,3270
3270,67,481,1137778110.0,1.0,3271
3271,67,481,1137778110.0,1.0,3272
3272,67,481,1137778110.0,1.0,3273
3273,15,907,1137778133.0,1.0,3274
3274,15,907,1137778133.0,1.0,3275
3275,15,907,1137778133.0,1.0,3276
3276,15,1162,1137778209.0,1.0,3277
3277,15,1162,1137778209.0,1.0,3278
3278,15,1162,1137778209.0,1.0,3279
3279,15,1162,1137778209.0,1.0,3280
3280,15,1162,1137778209.0,1.0,3281
3281,67,1213,1137778210.0,1.0,3282
3282,67,650,1137778219.0,1.0,3283
3283,15,1162,1137778224.0,1.0,3284
3284,15,907,1137778241.0,1.0,3285
3285,67,1140,1137778320.0,1.0,3286
3286,67,1140,1137778320.0,1.0,3287
3287,67,1140,1137778320.0,1.0,3288
3288,67,1140,1137778320.0,1.0,3289
3289,67,650,1137778329.0,1.0,3290
3290,67,752,1137778360.0,1.0,3291
3291,67,752,1137778360.0,1.0,3292
3292,67,1214,1137778370.0,1.0,3293
3293,67,950,1137778375.0,1.0,3294
3294,67,657,1137778384.0,1.0,3295
3295,67,861,1137778388.0,1.0,3296
3296,67,861,1137778418.0,1.0,3297
3297,67,861,1137778418.0,1.0,3298
3298,67,864,1137778430.0,1.0,3299
3299,67,864,1137778430.0,1.0,3300
3300,67,864,1137778430.0,1.0,3301
3301,67,862,1137778434.0,1.0,3302
3302,67,862,1137778434.0,1.0,3303
3303,67,862,1137778434.0,1.0,3304
3304,67,538,1137778439.0,1.0,3305
3305,67,538,1137778466.0,1.0,3306
3306,67,538,1137778466.0,1.0,3307
3307,67,601,1137778524.0,1.0,3308
3308,67,601,1137778525.0,1.0,3309
3309,67,499,1137778583.0,1.0,3310
3310,67,505,1137778588.0,1.0,3311
3311,67,505,1137778590.0,1.0,3312
3312,67,729,1137778626.0,1.0,3313
3313,67,739,1137778651.0,1.0,3314
3314,67,739,1137778653.0,1.0,3315
3315,67,762,1137778669.0,1.0,3316
3316,67,762,1137778670.0,1.0,3317
3317,67,762,1137778677.0,1.0,3318
3318,67,762,1137778677.0,1.0,3319
3319,67,1006,1137778719.0,1.0,3320
3320,67,1006,1137778719.0,1.0,3321
3321,67,1001,1137778733.0,1.0,3322
3322,67,1001,1137778733.0,1.0,3323
3323,67,1001,1137778733.0,1.0,3324
3324,67,1001,1137778733.0,1.0,3325
3325,67,681,1137778750.0,1.0,3326
3326,67,1108,1137778804.0,1.0,3327
3327,67,1108,1137778804.0,1.0,3328
3328,67,1108,1137778804.0,1.0,3329
3329,67,1108,1137778804.0,1.0,3330
3330,67,621,1137778810.0,1.0,3331
3331,67,621,1137778817.0,1.0,3332
3332,67,859,1137778823.0,1.0,3333
3333,67,859,1137778832.0,1.0,3334
3334,67,1136,1137778894.0,1.0,3335
3335,67,1136,1137778894.0,1.0,3336
3336,67,734,1137778899.0,1.0,3337
3337,67,734,1137778906.0,1.0,3338
3338,67,734,1137778906.0,1.0,3339
3339,67,1011,1137778917.0,1.0,3340
3340,67,1011,1137778917.0,1.0,3341
3341,67,1138,1137778957.0,1.0,3342
3342,67,1138,1137778957.0,1.0,3343
3343,67,982,1137778983.0,1.0,3344
3344,67,982,1137778990.0,1.0,3345
3345,67,606,1137779001.0,1.0,3346
3346,68,1143,1137780397.0,1.0,3347
3347,68,1143,1137780397.0,1.0,3348
3348,68,787,1137780461.0,1.0,3349
3349,68,1215,1137780632.0,1.0,3350
3350,68,532,1137780671.0,1.0,3351
3351,68,1147,1137780693.0,1.0,3352
3352,68,1216,1137780816.0,1.0,3353
3353,15,707,1137783921.0,1.0,3354
3354,15,707,1137783932.0,1.0,3355
3355,20,665,1137784496.0,1.0,3356
3356,20,683,1137784519.0,1.0,3357
3357,20,1038,1137784649.0,1.0,3358
3358,20,1038,1137784649.0,1.0,3359
3359,20,1038,1137784649.0,1.0,3360
3360,20,993,1137784717.0,1.0,3361
3361,20,648,1137784729.0,1.0,3362
3362,47,477,1137784899.0,1.0,3363
3363,23,998,1137814272.0,1.0,3364
3364,63,998,1137815564.0,1.0,3365
3365,63,1217,1137815591.0,1.0,3366
3366,63,1217,1137815591.0,1.0,3367
3367,63,1217,1137815591.0,1.0,3368
3368,28,905,1137815929.0,1.0,3369
3369,69,987,1137820848.0,1.0,3370
3370,69,987,1137820848.0,1.0,3371
3371,69,520,1137820923.0,1.0,3372
3372,69,615,1137821026.0,1.0,3373
3373,69,1095,1137821065.0,1.0,3374
3374,69,1095,1137821065.0,1.0,3375
3375,69,1095,1137821065.0,1.0,3376
3376,69,1095,1137821065.0,1.0,3377
3377,69,700,1137821086.0,1.0,3378
3378,69,700,1137821107.0,1.0,3379
3379,69,1199,1137821153.0,1.0,3380
3380,69,1199,1137821153.0,1.0,3381
3381,69,642,1137821257.0,1.0,3382
3382,69,991,1137821274.0,1.0,3383
3383,69,1022,1137821282.0,1.0,3384
3384,69,627,1137821294.0,1.0,3385
3385,69,714,1137821321.0,1.0,3386
3386,69,714,1137821321.0,1.0,3387
3387,69,1159,1137821336.0,1.0,3388
3388,69,768,1137821363.0,1.0,3389
3389,69,546,1137821388.0,1.0,3390
3390,69,708,1137821396.0,1.0,3391
3391,69,708,1137821408.0,1.0,3392
3392,69,1005,1137821425.0,1.0,3393
3393,69,1218,1137821444.0,1.0,3394
3394,58,1148,1137822760.0,1.0,3395
3395,24,1219,1137828865.0,1.0,3396
3396,24,1219,1137828865.0,1.0,3397
3397,24,1219,1137828865.0,1.0,3398
3398,60,1122,1137830235.0,1.0,3399
3399,15,1144,1137830370.0,1.0,3400
3400,15,1144,1137830370.0,1.0,3401
3401,15,1144,1137830370.0,1.0,3402
3402,60,853,1137833239.0,1.0,3403
3403,37,1150,1137856986.0,1.0,3404
3404,68,850,1137865854.0,1.0,3405
3405,22,1217,1137866739.0,1.0,3406
3406,45,726,1137876441.0,1.0,3407
3407,45,726,1137876441.0,1.0,3408
3408,45,726,1137876441.0,1.0,3409
3409,70,1101,1137876857.0,1.0,3410
3410,70,676,1137889022.0,1.0,3411
3411,70,679,1137889065.0,1.0,3412
3412,70,550,1137889106.0,1.0,3413
3413,70,1003,1137889121.0,1.0,3414
3414,70,664,1137889175.0,1.0,3415
3415,70,1088,1137889188.0,1.0,3416
3416,70,832,1137889205.0,1.0,3417
3417,70,598,1137889216.0,1.0,3418
3418,70,479,1137889233.0,1.0,3419
3419,70,859,1137889265.0,1.0,3420
3420,70,515,1137889268.0,1.0,3421
3421,70,522,1137889310.0,1.0,3422
3422,70,1005,1137889348.0,1.0,3423
3423,70,1131,1137889363.0,1.0,3424
3424,70,617,1137889496.0,1.0,3425
3425,70,617,1137889496.0,1.0,3426
3426,70,846,1137889513.0,1.0,3427
3427,70,725,1137889543.0,1.0,3428
3428,70,807,1137889567.0,1.0,3429
3429,70,928,1137889609.0,1.0,3430
3430,70,928,1137889609.0,1.0,3431
3431,70,945,1137889620.0,1.0,3432
3432,70,987,1137889640.0,1.0,3433
3433,70,987,1137889640.0,1.0,3434
3434,70,1153,1137889677.0,1.0,3435
3435,31,474,1137896146.0,1.0,3436
3436,31,674,1137896188.0,1.0,3437
3437,31,1220,1137896224.0,1.0,3438
3438,1,704,1137911911.0,1.0,3439
3439,1,705,1137911945.0,1.0,3440
3440,1,940,1137911967.0,1.0,3441
3441,1,490,1137911970.0,1.0,3442
3442,1,991,1137911974.0,1.0,3443
3443,1,1022,1137911976.0,1.0,3444
3444,36,789,1137947747.0,1.0,3445
3445,36,789,1137947747.0,1.0,3446
3446,36,789,1137947747.0,1.0,3447
3447,51,752,1137956759.0,1.0,3448
3448,51,1221,1137956784.0,1.0,3449
3449,51,870,1137956803.0,1.0,3450
3450,51,785,1137956822.0,1.0,3451
3451,51,691,1137956855.0,1.0,3452
3452,51,538,1137956878.0,1.0,3453
3453,51,832,1137956890.0,1.0,3454
3454,51,503,1137956924.0,1.0,3455
3455,51,799,1137957000.0,1.0,3456
3456,51,1165,1137957072.0,1.0,3457
3457,51,856,1137957119.0,1.0,3458
3458,51,489,1137957187.0,1.0,3459
3459,51,1136,1137957214.0,1.0,3460
3460,51,612,1137957231.0,1.0,3461
3461,51,565,1137957337.0,1.0,3462
3462,51,1108,1137957367.0,1.0,3463
3463,51,725,1137957395.0,1.0,3464
3464,51,807,1137957427.0,1.0,3465
3465,71,472,1137964237.0,1.0,3466
3466,71,1126,1137965310.0,1.0,3467
3467,71,631,1137965375.0,1.0,3468
3468,71,953,1137965598.0,1.0,3469
3469,9,1222,1137966307.0,1.0,3470
3470,71,733,1137966309.0,1.0,3471
3471,71,683,1137966361.0,1.0,3472
3472,9,1201,1137966397.0,1.0,3473
3473,71,932,1137966420.0,1.0,3474
3474,71,514,1137966438.0,1.0,3475
3475,9,1165,1137966446.0,1.0,3476
3476,71,515,1137966472.0,1.0,3477
3477,9,1207,1137966487.0,1.0,3478
3478,9,476,1137966499.0,1.0,3479
3479,71,569,1137966526.0,1.0,3480
3480,9,572,1137966547.0,1.0,3481
3481,71,770,1137966553.0,1.0,3482
3482,71,1223,1137966570.0,1.0,3483
3483,71,496,1137966615.0,1.0,3484
3484,71,673,1137966654.0,1.0,3485
3485,71,933,1137966925.0,1.0,3486
3486,71,561,1137967305.0,1.0,3487
3487,71,1154,1137967750.0,1.0,3488
3488,71,1001,1137967933.0,1.0,3489
3489,71,506,1137968045.0,1.0,3490
3490,71,506,1137968045.0,1.0,3491
3491,71,506,1137968064.0,1.0,3492
3492,72,875,1137968135.0,1.0,3493
3493,71,1108,1137968255.0,1.0,3494
3494,71,562,1137968483.0,1.0,3495
3495,71,663,1137968592.0,1.0,3496
3496,71,598,1137968684.0,1.0,3497
3497,71,848,1137968833.0,1.0,3498
3498,71,719,1137969303.0,1.0,3499
3499,8,975,1137985267.0,1.0,3500
3500,8,975,1137985270.0,1.0,3501
3501,8,975,1137985271.0,1.0,3502
3502,59,1224,1137989604.0,1.0,3503
3503,73,646,1137992338.0,1.0,3504
3504,73,646,1137992338.0,1.0,3505
3505,73,646,1137992338.0,1.0,3506
3506,73,646,1137992338.0,1.0,3507
3507,73,574,1137992360.0,1.0,3508
3508,73,574,1137992365.0,1.0,3509
3509,73,574,1137992367.0,1.0,3510
3510,73,600,1137992916.0,1.0,3511
3511,73,600,1137992916.0,1.0,3512
3512,73,600,1137992916.0,1.0,3513
3513,73,600,1137992916.0,1.0,3514
3514,43,477,1137994581.0,1.0,3515
3515,43,1176,1137994595.0,1.0,3516
3516,43,621,1137994602.0,1.0,3517
3517,29,1225,1137996839.0,1.0,3518
3518,29,1225,1137996839.0,1.0,3519
3519,8,1147,1137998673.0,1.0,3520
3520,8,1147,1137998673.0,1.0,3521
3521,37,613,1138015766.0,1.0,3522
3522,37,613,1138015766.0,1.0,3523
3523,37,613,1138015776.0,1.0,3524
3524,37,739,1138015821.0,1.0,3525
3525,37,1226,1138016025.0,1.0,3526
3526,37,1226,1138016025.0,1.0,3527
3527,74,1227,1138023629.0,1.0,3528
3528,74,1227,1138023629.0,1.0,3529
3529,74,1227,1138023629.0,1.0,3530
3530,74,845,1138023670.0,1.0,3531
3531,74,845,1138023670.0,1.0,3532
3532,74,845,1138023670.0,1.0,3533
3533,74,1092,1138023699.0,1.0,3534
3534,74,1092,1138023699.0,1.0,3535
3535,74,1092,1138023699.0,1.0,3536
3536,74,1057,1138023713.0,1.0,3537
3537,74,1057,1138023713.0,1.0,3538
3538,74,1057,1138023713.0,1.0,3539
3539,74,529,1138023760.0,1.0,3540
3540,74,529,1138023760.0,1.0,3541
3541,74,529,1138023760.0,1.0,3542
3542,74,840,1138023779.0,1.0,3543
3543,74,840,1138023779.0,1.0,3544
3544,74,840,1138023779.0,1.0,3545
3545,74,840,1138023779.0,1.0,3546
3546,47,779,1138025439.0,1.0,3547
3547,47,485,1138025550.0,1.0,3548
3548,68,1227,1138026255.0,1.0,3549
3549,20,1057,1138031666.0,1.0,3550
3550,20,608,1138031675.0,1.0,3551
3551,20,779,1138031699.0,1.0,3552
3552,20,780,1138031717.0,1.0,3553
3553,20,1228,1138031745.0,1.0,3554
3554,20,1228,1138031745.0,1.0,3555
3555,20,1229,1138031755.0,1.0,3556
3556,20,748,1138031775.0,1.0,3557
3557,20,638,1138031797.0,1.0,3558
3558,20,1230,1138031804.0,1.0,3559
3559,20,602,1138031846.0,1.0,3560
3560,20,1008,1138031870.0,1.0,3561
3561,20,514,1138031879.0,1.0,3562
3562,20,1231,1138031923.0,1.0,3563
3563,20,1231,1138031923.0,1.0,3564
3564,20,609,1138031941.0,1.0,3565
3565,20,609,1138031941.0,1.0,3566
3566,20,483,1138031951.0,1.0,3567
3567,20,1232,1138031976.0,1.0,3568
3568,20,1232,1138031976.0,1.0,3569
3569,20,1027,1138031996.0,1.0,3570
3570,20,1156,1138032003.0,1.0,3571
3571,20,930,1138032019.0,1.0,3572
3572,20,1146,1138032023.0,1.0,3573
3573,20,591,1138032086.0,1.0,3574
3574,20,617,1138032123.0,1.0,3575
3575,20,617,1138032129.0,1.0,3576
3576,20,846,1138032140.0,1.0,3577
3577,20,1233,1138032148.0,1.0,3578
3578,20,1233,1138032148.0,1.0,3579
3579,20,1078,1138032159.0,1.0,3580
3580,20,624,1138032166.0,1.0,3581
3581,20,670,1138032173.0,1.0,3582
3582,20,760,1138032197.0,1.0,3583
3583,20,760,1138032197.0,1.0,3584
3584,20,705,1138032200.0,1.0,3585
3585,20,704,1138032201.0,1.0,3586
3586,20,1120,1138032218.0,1.0,3587
3587,20,1120,1138032218.0,1.0,3588
3588,20,613,1138032265.0,1.0,3589
3589,20,800,1138032304.0,1.0,3590
3590,20,800,1138032304.0,1.0,3591
3591,20,690,1138032418.0,1.0,3592
3592,20,1179,1138032520.0,1.0,3593
3593,20,750,1138032529.0,1.0,3594
3594,20,1234,1138032532.0,1.0,3595
3595,20,990,1138032544.0,1.0,3596
3596,20,1235,1138032548.0,1.0,3597
3597,20,1180,1138032553.0,1.0,3598
3598,20,778,1138032598.0,1.0,3599
3599,20,643,1138032600.0,1.0,3600
3600,20,643,1138032606.0,1.0,3601
3601,20,1164,1138032613.0,1.0,3602
3602,20,1164,1138032613.0,1.0,3603
3603,20,1130,1138032652.0,1.0,3604
3604,20,1062,1138032660.0,1.0,3605
3605,20,526,1138032674.0,1.0,3606
3606,20,531,1138032838.0,1.0,3607
3607,20,1236,1138032855.0,1.0,3608
3608,20,1236,1138032855.0,1.0,3609
3609,20,718,1138032871.0,1.0,3610
3610,20,718,1138032871.0,1.0,3611
3611,8,617,1138034778.0,1.0,3612
3612,8,617,1138035014.0,1.0,3613
3613,8,617,1138035014.0,1.0,3614
3614,8,617,1138035014.0,1.0,3615
3615,8,1237,1138035378.0,1.0,3616
3616,8,1237,1138035378.0,1.0,3617
3617,8,685,1138035445.0,1.0,3618
3618,4,1238,1138038878.0,1.0,3619
3619,20,540,1138038949.0,1.0,3620
3620,20,540,1138038949.0,1.0,3621
3621,20,540,1138038949.0,1.0,3622
3622,20,541,1138038979.0,1.0,3623
3623,20,1122,1138038982.0,1.0,3624
3624,20,844,1138039000.0,1.0,3625
3625,20,844,1138039000.0,1.0,3626
3626,20,1239,1138039070.0,1.0,3627
3627,20,1239,1138039070.0,1.0,3628
3628,20,533,1138039102.0,1.0,3629
3629,20,752,1138039133.0,1.0,3630
3630,20,521,1138039137.0,1.0,3631
3631,20,652,1138039140.0,1.0,3632
3632,20,652,1138039142.0,1.0,3633
3633,20,652,1138039145.0,1.0,3634
3634,20,484,1138039157.0,1.0,3635
3635,20,484,1138039157.0,1.0,3636
3636,20,484,1138039157.0,1.0,3637
3637,20,1214,1138039163.0,1.0,3638
3638,20,1214,1138039163.0,1.0,3639
3639,20,891,1138039170.0,1.0,3640
3640,20,657,1138039181.0,1.0,3641
3641,20,691,1138039281.0,1.0,3642
3642,20,529,1138039322.0,1.0,3643
3643,20,1240,1138039335.0,1.0,3644
3644,20,1240,1138039335.0,1.0,3645
3645,65,679,1138039389.0,1.0,3646
3646,20,1162,1138039529.0,1.0,3647
3647,20,1162,1138039529.0,1.0,3648
3648,20,694,1138039543.0,1.0,3649
3649,20,1241,1138039548.0,1.0,3650
3650,20,1242,1138039581.0,1.0,3651
3651,20,767,1138039593.0,1.0,3652
3652,20,767,1138039593.0,1.0,3653
3653,20,1243,1138039614.0,1.0,3654
3654,20,1189,1138039618.0,1.0,3655
3655,20,632,1138039622.0,1.0,3656
3656,20,1244,1138039629.0,1.0,3657
3657,20,1244,1138039629.0,1.0,3658
3658,20,1177,1138039639.0,1.0,3659
3659,20,785,1138039672.0,1.0,3660
3660,20,785,1138039672.0,1.0,3661
3661,20,1245,1138039719.0,1.0,3662
3662,20,1246,1138039725.0,1.0,3663
3663,20,654,1138039757.0,1.0,3664
3664,20,628,1138039811.0,1.0,3665
3665,20,1021,1138039874.0,1.0,3666
3666,20,1144,1138039967.0,1.0,3667
3667,20,1247,1138040046.0,1.0,3668
3668,20,524,1138040083.0,1.0,3669
3669,20,524,1138040083.0,1.0,3670
3670,20,1165,1138040086.0,1.0,3671
3671,20,1248,1138040090.0,1.0,3672
3672,20,1166,1138040105.0,1.0,3673
3673,20,630,1138040109.0,1.0,3674
3674,20,757,1138040115.0,1.0,3675
3675,20,757,1138040115.0,1.0,3676
3676,20,692,1138040136.0,1.0,3677
3677,20,731,1138040138.0,1.0,3678
3678,20,1249,1138040155.0,1.0,3679
3679,20,1249,1138040155.0,1.0,3680
3680,20,543,1138040176.0,1.0,3681
3681,20,1004,1138040211.0,1.0,3682
3682,20,1250,1138040214.0,1.0,3683
3683,20,544,1138040220.0,1.0,3684
3684,20,544,1138040220.0,1.0,3685
3685,20,519,1138040225.0,1.0,3686
3686,20,768,1138040236.0,1.0,3687
3687,20,1202,1138040242.0,1.0,3688
3688,20,616,1138040254.0,1.0,3689
3689,20,616,1138040254.0,1.0,3690
3690,20,1251,1138040268.0,1.0,3691
3691,20,645,1138040272.0,1.0,3692
3692,20,842,1138040320.0,1.0,3693
3693,20,1204,1138040326.0,1.0,3694
3694,20,1204,1138040326.0,1.0,3695
