src,dest,ts,weight
605,272,1083799206,1
372,389,1083799216,1
277,777,1083799229,1
642,774,1083799263,1
372,761,1083799290,1
492,774,1083799292,1
357,758,1083799296,1
592,95,1083799298,1
753,73,1083799331,1
184,389,1083799332,1
592,95,1083799339,1
492,712,1083799343,1
754,583,1083799362,1
605,400,1083799372,1
754,778,1083799383,1
779,607,1083799395,1
704,393,1083799407,1
73,753,1083799425,1
681,52,1083799427,1
357,758,1083799437,1
492,774,1083799444,1
400,607,1083799471,1
739,778,1083799483,1
673,642,1083799499,1
220,479,1083799512,1
753,73,1083799543,1
679,72,1083799547,1
642,673,1083799548,1
592,306,1083799549,1
762,263,1083799552,1
774,642,1083799557,1
73,753,1083799614,1
605,644,1083799619,1
569,372,1083799643,1
642,774,1083799651,1
607,400,1083799652,1
492,774,1083799668,1
474,741,1083799695,1
762,626,1083799711,1
400,758,1083799723,1
605,400,1083799728,1
357,758,1083799752,1
762,48,1083799760,1
474,400,1083799768,1
586,774,1083799769,1
48,683,1083799778,1
492,774,1083799793,1
492,774,1083799814,1
592,285,1083799815,1
48,762,1083799816,1
400,607,1083799820,1
642,367,1083799837,1
372,73,1083799952,1
367,642,1083799953,1
753,73,1083799957,1
34,592,1083799960,1
400,474,1083799968,1
758,400,1083799973,1
372,758,1083799985,1
8,771,1083799990,1
95,592,1083799994,1
372,569,1083800010,1
73,753,1083800011,1
586,768,1083800020,1
605,644,1083800028,1
492,774,1083800030,1
592,34,1083800041,1
607,400,1083800043,1
372,569,1083800050,1
73,372,1083800053,1
762,562,1083800060,1
69,727,1083800066,1
103,617,1083800082,1
642,367,1083800089,1
474,400,1083800109,1
592,95,1083800110,1
728,323,1083800115,1
586,774,1083800136,1
679,72,1083800145,1
605,400,1083800185,1
728,762,1083800190,1
761,388,1083800192,1
367,642,1083800193,1
555,762,1083800196,1
34,592,1083800198,1
400,607,1083800222,1
95,592,1083800225,1
780,41,1083800254,1
212,741,1083800258,1
592,34,1083800268,1
388,761,1083800270,1
536,372,1083800274,1
181,495,1083800275,1
34,761,1083800281,1
276,711,1083800303,1
590,626,1083800303,1
780,769,1083800333,1
761,388,1083800337,1
597,211,1083800362,1
761,34,1083800391,1
34,592,1083800392,1
761,372,1083800404,1
34,761,1083800415,1
762,142,1083800421,1
41,780,1083800447,1
388,761,1083800451,1
181,454,1083800454,1
780,41,1083800481,1
316,509,1083800491,1
41,780,1083800492,1
642,781,1083800496,1
780,41,1083800507,1
41,780,1083800522,1
562,762,1083800524,1
592,95,1083800526,1
780,41,1083800563,1
398,782,1083800572,1
400,474,1083800582,1
642,90,1083800584,1
592,34,1083800595,1
41,780,1083800608,1
454,509,1083800621,1
400,392,1083800637,1
780,41,1083800640,1
770,454,1083800646,1
41,783,1083800660,1
728,607,1083800678,1
41,780,1083800686,1
263,495,1083800693,1
679,72,1083800697,1
605,272,1083800725,1
646,638,1083800733,1
103,592,1083800763,1
364,509,1083800781,1
642,781,1083800781,1
90,642,1083800783,1
780,41,1083800791,1
642,90,1083800806,1
454,181,1083800808,1
592,103,1083800812,1
103,774,1083800830,1
41,780,1083800830,1
263,762,1083800857,1
161,617,1083800865,1
95,592,1083800895,1
697,482,1083800904,1
758,372,1083800918,1
605,644,1083800931,1
103,592,1083800943,1
634,657,1083800952,1
780,41,1083800971,1
41,780,1083800987,1
762,263,1083801006,1
753,400,1083801050,1
770,454,1083801054,1
642,475,1083801064,1
534,67,1083801094,1
728,607,1083801096,1
679,72,1083801099,1
400,784,1083801149,1
400,783,1083801193,1
103,534,1083801198,1
686,263,1083801199,1
569,372,1083801200,1
400,783,1083801202,1
429,372,1083801204,1
711,276,1083801217,1
753,646,1083801219,1
785,786,1083801222,1
400,776,1083801234,1
586,774,1083801295,1
783,400,1083801303,1
400,774,1083801315,1
372,536,1083801327,1
766,372,1083801363,1
99,654,1083801369,1
286,400,1083801380,1
592,95,1083801397,1
181,454,1083801400,1
392,400,1083801414,1
372,761,1083801433,1
309,626,1083801440,1
642,781,1083801459,1
306,592,1083801462,1
400,286,1083801475,1
463,687,1083801505,1
372,758,1083801510,1
212,760,1083801539,1
128,372,1083801550,1
463,74,1083801551,1
263,762,1083801552,1
586,454,1083801570,1
386,514,1083801577,1
463,73,1083801585,1
463,252,1083801622,1
372,569,1083801624,1
733,783,1083801641,1
642,766,1083801646,1
372,429,1083801650,1
372,766,1083801672,1
786,783,1083801711,1
741,212,1083801721,1
372,766,1083801722,1
774,400,1083801731,1
306,783,1083801764,1
753,758,1083801770,1
204,181,1083801772,1
681,562,1083801783,1
95,592,1083801786,1
27,278,1083801809,1
204,479,1083801810,1
372,128,1083801811,1
592,103,1083801823,1
562,440,1083801834,1
103,592,1083801862,1
286,400,1083801865,1
681,562,1083801894,1
161,162,1083801894,1
638,646,1083801899,1
741,474,1083801918,1
479,90,1083801940,1
638,242,1083801941,1
638,95,1083801983,1
679,72,1083801985,1
728,758,1083802009,1
638,520,1083802010,1
704,617,1083802015,1
569,372,1083802029,1
771,224,1083802037,1
38,592,1083802056,1
644,154,1083802064,1
479,90,1083802077,1
498,598,1083802130,1
481,396,1083802131,1
372,569,1083802164,1
323,642,1083802227,1
278,27,1083802276,1
783,306,1083802317,1
323,400,1083802336,1
733,783,1083802360,1
753,323,1083802364,1
323,367,1083802389,1
733,783,1083802402,1
753,323,1083802442,1
350,592,1083802453,1
513,762,1083802484,1
400,323,1083802527,1
350,617,1083802530,1
787,404,1083802530,1
367,323,1083802548,1
63,193,1083802584,1
787,122,1083802592,1
787,122,1083802596,1
787,122,1083802599,1
242,638,1083802607,1
498,649,1083802626,1
323,400,1083802630,1
762,513,1083802631,1
753,309,1083802637,1
753,323,1083802662,1
686,263,1083802666,1
323,367,1083802666,1
355,102,1083802671,1
479,711,1083802673,1
513,762,1083802686,1
479,638,1083802691,1
102,355,1083802705,1
289,449,1083802707,1
400,323,1083802716,1
355,102,1083802732,1
711,479,1083802735,1
704,788,1083802742,1
753,323,1083802753,1
323,400,1083802756,1
624,658,1083802770,1
479,711,1083802787,1
367,323,1083802792,1
753,309,1083802793,1
642,323,1083802799,1
569,372,1083802805,1
728,323,1083802814,1
631,437,1083802817,1
323,400,1083802827,1
400,323,1083802841,1
355,102,1083802857,1
753,309,1083802858,1
787,106,1083802868,1
686,263,1083802874,1
659,660,1083802882,1
728,788,1083802889,1
323,367,1083802895,1
753,309,1083802917,1
753,309,1083802929,1
323,642,1083802933,1
711,479,1083802960,1
634,768,1083802963,1
687,463,1083802967,1
102,355,1083802968,1
660,659,1083802985,1
128,372,1083802987,1
789,371,1083802989,1
498,495,1083803001,1
367,323,1083803018,1
701,771,1083803025,1
642,323,1083803026,1
728,323,1083803031,1
479,711,1083803037,1
400,323,1083803052,1
728,788,1083803058,1
704,788,1083803062,1
323,400,1083803064,1
711,479,1083803069,1
753,309,1083803079,1
343,386,1083803103,1
323,367,1083803110,1
686,782,1083803116,1
681,788,1083803132,1
728,788,1083803141,1
343,317,1083803145,1
681,788,1083803153,1
479,711,1083803202,1
323,642,1083803206,1
704,788,1083803225,1
367,323,1083803250,1
400,428,1083803273,1
481,233,1083803285,1
728,788,1083803289,1
323,400,1083803290,1
68,3,1083803311,1
642,652,1083803325,1
355,102,1083803328,1
728,323,1083803332,1
323,367,1083803332,1
68,323,1083803354,1
711,479,1083803362,1
27,278,1083803363,1
400,323,1083803384,1
343,755,1083803388,1
495,181,1083803407,1
309,765,1083803412,1
642,323,1083803428,1
652,642,1083803446,1
523,490,1083803459,1
679,787,1083803459,1
479,711,1083803459,1
687,479,1083803460,1
323,68,1083803463,1
649,498,1083803468,1
728,323,1083803492,1
323,400,1083803494,1
701,644,1083803503,1
733,626,1083803509,1
761,372,1083803512,1
728,788,1083803513,1
711,479,1083803518,1
323,642,1083803530,1
649,337,1083803531,1
323,728,1083803559,1
761,34,1083803563,1
367,323,1083803573,1
479,711,1083803574,1
479,687,1083803583,1
652,598,1083803612,1
728,323,1083803616,1
278,27,1083803639,1
642,652,1083803643,1
711,479,1083803657,1
68,323,1083803661,1
598,652,1083803664,1
642,323,1083803669,1
681,788,1083803690,1
598,652,1083803691,1
713,372,1083803694,1
753,758,1083803703,1
758,728,1083803707,1
294,372,1083803715,1
652,642,1083803716,1
343,438,1083803728,1
753,758,1083803728,1
681,788,1083803729,1
761,388,1083803738,1
753,758,1083803745,1
9,711,1083803746,1
523,41,1083803752,1
323,367,1083803755,1
605,289,1083803757,1
701,224,1083803758,1
523,51,1083803763,1
90,479,1083803770,1
642,652,1083803777,1
523,325,1083803779,1
128,629,1083803786,1
479,711,1083803790,1
652,598,1083803790,1
289,598,1083803791,1
523,496,1083803792,1
713,252,1083803794,1
323,728,1083803800,1
728,758,1083803817,1
263,588,1083803820,1
625,437,1083803821,1
788,728,1083803821,1
323,68,1083803830,1
728,323,1083803832,1
90,479,1083803833,1
9,683,1083803834,1
323,642,1083803845,1
711,479,1083803848,1
316,355,1083803848,1
9,409,1083803859,1
323,728,1083803869,1
9,569,1083803882,1
479,90,1083803882,1
68,323,1083803894,1
652,642,1083803905,1
642,323,1083803910,1
704,776,1083803910,1
753,758,1083803929,1
479,90,1083803932,1
728,323,1083803947,1
323,68,1083803955,1
753,323,1083803980,1
753,323,1083803985,1
681,788,1083803989,1
323,642,1083803999,1
191,365,1083804024,1
90,479,1083804028,1
323,728,1083804029,1
68,323,1083804035,1
642,652,1083804054,1
624,97,1083804065,1
323,68,1083804075,1
660,659,1083804080,1
753,323,1083804085,1
479,711,1083804086,1
758,728,1083804103,1
605,289,1083804110,1
220,479,1083804116,1
701,121,1083804135,1
277,498,1083804136,1
711,479,1083804144,1
701,351,1083804145,1
542,783,1083804149,1
542,783,1083804155,1
646,753,1083804156,1
701,771,1083804158,1
652,642,1083804174,1
753,758,1083804175,1
27,278,1083804179,1
753,758,1083804190,1
728,758,1083804193,1
323,642,1083804207,1
753,646,1083804207,1
728,758,1083804220,1
733,783,1083804226,1
479,90,1083804227,1
323,728,1083804241,1
642,652,1083804244,1
389,372,1083804255,1
783,542,1083804274,1
389,184,1083804275,1
479,220,1083804275,1
605,289,1083804290,1
204,404,1083804314,1
758,728,1083804331,1
542,659,1083804332,1
790,343,1083804336,1
542,659,1083804337,1
479,711,1083804355,1
646,638,1083804356,1
758,728,1083804376,1
90,479,1083804408,1
542,788,1083804423,1
407,425,1083804432,1
598,289,1083804434,1
758,728,1083804474,1
286,339,1083804477,1
711,479,1083804493,1
758,728,1083804495,1
542,783,1083804557,1
652,659,1083804590,1
733,286,1083804593,1
753,758,1083804594,1
212,439,1083804597,1
588,263,1083804602,1
343,790,1083804615,1
646,753,1083804631,1
788,542,1083804659,1
652,534,1083804668,1
128,542,1083804726,1
790,343,1083804739,1
53,642,1083804756,1
762,788,1083804826,1
791,523,1083804866,1
323,367,1083804893,1
788,728,1083804918,1
755,343,1083804923,1
739,755,1083805000,1
542,788,1083805024,1
753,646,1083805027,1
679,62,1083805044,1
739,317,1083805060,1
250,8,1083805072,1
638,646,1083805078,1
482,588,1083805091,1
638,646,1083805099,1
294,250,1083805106,1
638,479,1083805113,1
788,542,1083805116,1
681,788,1083805125,1
542,128,1083805133,1
681,788,1083805137,1
638,242,1083805144,1
728,788,1083805176,1
367,323,1083805177,1
788,681,1083805180,1
250,502,1083805182,1
788,728,1083805203,1
371,789,1083805217,1
323,367,1083805237,1
542,788,1083805254,1
479,90,1083805257,1
679,792,1083805325,1
788,542,1083805325,1
681,788,1083805337,1
502,250,1083805357,1
479,711,1083805360,1
367,323,1083805392,1
646,753,1083805401,1
250,502,1083805453,1
294,250,1083805469,1
646,758,1083805469,1
638,479,1083805474,1
495,263,1083805493,1
642,711,1083805503,1
761,482,1083805513,1
495,498,1083805571,1
642,652,1083805583,1
711,479,1083805627,1
482,761,1083805631,1
753,646,1083805640,1
431,299,1083805641,1
53,642,1083805650,1
652,642,1083805661,1
263,588,1083805669,1
761,482,1083805670,1
711,642,1083805679,1
761,482,1083805685,1
638,646,1083805686,1
758,646,1083805701,1
483,583,1083805701,1
294,250,1083805760,1
479,711,1083805760,1
560,638,1083805761,1
483,782,1083805764,1
788,681,1083805786,1
323,367,1083805793,1
365,191,1083805817,1
642,652,1083805817,1
646,758,1083805828,1
502,250,1083805832,1
482,761,1083805846,1
646,753,1083805861,1
532,536,1083805863,1
788,728,1083805884,1
758,646,1083805888,1
652,642,1083805896,1
250,502,1083805900,1
642,711,1083805908,1
681,788,1083805909,1
642,652,1083805922,1
761,482,1083805930,1
761,482,1083805948,1
642,784,1083805968,1
482,761,1083805982,1
783,542,1083805986,1
502,250,1083806034,1
753,646,1083806036,1
733,626,1083806038,1
761,482,1083806041,1
711,479,1083806117,1
479,659,1083806124,1
588,263,1083806130,1
758,646,1083806131,1
482,761,1083806148,1
711,642,1083806155,1
646,753,1083806155,1
523,791,1083806169,1
479,711,1083806196,1
646,758,1083806198,1
250,502,1083806227,1
753,646,1083806228,1
522,598,1083806230,1
599,534,1083806239,1
642,711,1083806242,1
758,646,1083806243,1
733,784,1083806266,1
686,782,1083806276,1
502,250,1083806305,1
532,364,1083806313,1
646,753,1083806343,1
711,642,1083806349,1
9,788,1083806359,1
753,646,1083806368,1
479,788,1083806378,1
642,711,1083806396,1
212,741,1083806397,1
325,523,1083806401,1
250,407,1083806426,1
646,758,1083806433,1
9,753,1083806435,1
733,128,1083806450,1
646,753,1083806455,1
250,502,1083806462,1
761,482,1083806472,1
638,646,1083806472,1
425,407,1083806476,1
733,407,1083806483,1
9,142,1083806490,1
502,250,1083806523,1
259,532,1083806528,1
758,646,1083806532,1
758,646,1083806560,1
733,783,1083806565,1
9,142,1083806582,1
479,432,1083806632,1
733,101,1083806642,1
646,758,1083806656,1
733,101,1083806669,1
733,502,1083806695,1
711,642,1083806701,1
53,642,1083806775,1
250,502,1083806785,1
733,783,1083806829,1
460,289,1083806835,1
502,250,1083806893,1
733,783,1083806904,1
758,646,1083806912,1
542,460,1083806932,1
479,711,1083806935,1
642,711,1083806937,1
250,502,1083806960,1
733,616,1083806971,1
733,128,1083806985,1
542,548,1083806991,1
502,250,1083807017,1
733,460,1083807026,1
548,542,1083807056,1
53,642,1083807078,1
788,681,1083807091,1
542,548,1083807133,1
38,460,1083807144,1
542,325,1083807155,1
250,502,1083807159,1
726,638,1083807172,1
38,783,1083807174,1
788,479,1083807181,1
263,308,1083807203,1
437,625,1083807204,1
479,788,1083807258,1
733,437,1083807288,1
758,646,1083807309,1
542,97,1083807356,1
681,788,1083807369,1
548,542,1083807374,1
542,548,1083807407,1
646,758,1083807410,1
711,479,1083807417,1
308,263,1083807418,1
711,642,1083807443,1
479,711,1083807509,1
548,542,1083807517,1
788,479,1083807553,1
646,758,1083807569,1
642,711,1083807693,1
638,646,1083807700,1
334,437,1083807718,1
711,479,1083807755,1
689,626,1083807773,1
793,405,1083807774,1
689,474,1083807782,1
562,762,1083807959,1
687,128,1083808012,1
687,97,1083808070,1
562,590,1083808072,1
263,308,1083808076,1
439,212,1083808086,1
368,401,1083808157,1
687,616,1083808178,1
681,788,1083808242,1
498,495,1083808262,1
793,353,1083808277,1
687,41,1083808306,1
687,263,1083808358,1
687,283,1083808396,1
181,495,1083808446,1
325,542,1083808475,1
687,480,1083808791,1
782,483,1083808808,1
321,299,1083808834,1
263,687,1083808838,1
194,99,1083808854,1
321,595,1083808855,1
128,542,1083808900,1
321,595,1083808929,1
128,687,1083808980,1
542,128,1083809002,1
754,583,1083809018,1
583,754,1083809087,1
321,626,1083809151,1
321,616,1083809218,1
475,642,1083809240,1
683,48,1083809244,1
128,542,1083809246,1
321,783,1083809256,1
721,642,1083809288,1
542,128,1083809361,1
48,683,1083809363,1
321,754,1083809369,1
321,721,1083809409,1
721,400,1083809419,1
321,242,1083809445,1
721,321,1083809472,1
754,321,1083809495,1
321,721,1083809506,1
242,321,1083809517,1
128,542,1083809521,1
590,626,1083809540,1
321,754,1083809549,1
721,782,1083809564,1
321,242,1083809581,1
721,321,1083809586,1
754,321,1083809600,1
321,721,1083809636,1
236,128,1083809643,1
321,754,1083809664,1
607,728,1083809669,1
321,607,1083809700,1
212,48,1083809708,1
542,128,1083809738,1
48,212,1083809747,1
616,623,1083809755,1
625,437,1083809766,1
783,321,1083809781,1
128,236,1083809785,1
212,48,1083809818,1
128,542,1083809822,1
754,321,1083809850,1
721,48,1083809871,1
495,498,1083809908,1
48,721,1083809908,1
555,754,1083809921,1
236,128,1083809933,1
321,783,1083809945,1
683,48,1083809950,1
321,754,1083809965,1
242,321,1083809987,1
212,439,1083809998,1
495,181,1083810003,1
721,48,1083810008,1
321,242,1083810024,1
542,128,1083810070,1
625,662,1083810119,1
616,794,1083810155,1
242,321,1083810168,1
252,616,1083810179,1
48,683,1083810187,1
754,607,1083810205,1
48,721,1083810225,1
713,542,1083810235,1
191,365,1083810248,1
794,616,1083810261,1
616,687,1083810274,1
713,632,1083810373,1
683,48,1083810381,1
686,782,1083810396,1
713,339,1083810405,1
128,542,1083810418,1
686,321,1083810419,1
642,721,1083810425,1
638,687,1083810449,1
542,128,1083810610,1
683,194,1083810622,1
48,683,1083810632,1
546,542,1083810674,1
721,48,1083810708,1
437,625,1083810720,1
48,721,1083810888,1
128,542,1083810900,1
713,482,1083810900,1
194,683,1083810910,1
683,48,1083810965,1
721,48,1083811024,1
683,194,1083811036,1
713,359,1083811056,1
683,297,1083811060,1
683,400,1083811096,1
407,250,1083811110,1
479,8,1083811117,1
683,103,1083811130,1
407,425,1083811135,1
713,172,1083811199,1
48,683,1083811211,1
542,128,1083811255,1
713,363,1083811307,1
683,48,1083811400,1
713,124,1083811452,1
625,437,1083811462,1
48,683,1083811516,1
546,542,1083811570,1
713,462,1083811585,1
683,48,1083811602,1
128,542,1083811635,1
48,721,1083811639,1
364,532,1083811847,1
48,721,1083811856,1
263,495,1083811927,1
181,495,1083811994,1
713,102,1083812059,1
194,683,1083812167,1
713,242,1083812187,1
616,252,1083812430,1
542,128,1083812714,1
128,542,1083812724,1
128,542,1083812736,1
782,721,1083813108,1
540,739,1083813572,1
625,775,1083814784,1
625,534,1083814847,1
639,401,1083815169,1
639,687,1083815217,1
731,314,1083815679,1
712,719,1083817511,1
712,753,1083818244,1
536,372,1083821590,1
536,532,1083821606,1
214,768,1083825115,1
41,687,1083825342,1
523,325,1083825637,1
41,794,1083826072,1
41,754,1083826228,1
626,762,1083827020,1
626,590,1083827055,1
626,309,1083827100,1
626,590,1083827229,1
474,400,1083827951,1
474,741,1083827995,1
536,782,1083829128,1
220,479,1083829142,1
498,548,1083829776,1
514,386,1083829806,1
567,753,1083830874,1
51,523,1083831106,1
713,327,1083831919,1
713,325,1083832106,1
713,714,1083832277,1
277,794,1083832279,1
277,603,1083832385,1
713,41,1083832448,1
713,716,1083832475,1
713,105,1083832558,1
713,738,1083832667,1
713,103,1083832805,1
277,603,1083832830,1
32,780,1083833201,1
277,263,1083833341,1
589,513,1083833702,1
297,683,1083833851,1
244,415,1083833988,1
3,68,1083834346,1
786,783,1083834748,1
583,795,1083835144,1
204,181,1083835230,1
204,794,1083835275,1
498,297,1083835297,1
297,498,1083835586,1
278,27,1083835641,1
626,590,1083836231,1
739,540,1083836297,1
534,625,1083836365,1
739,317,1083836479,1
424,343,1083836833,1
796,747,1083836951,1
496,523,1083837284,1
496,316,1083837447,1
765,309,1083837529,1
339,286,1083837544,1
27,278,1083837681,1
752,278,1083837859,1
513,589,1083837906,1
697,640,1083838115,1
422,297,1083838214,1
679,72,1083838292,1
728,607,1083838376,1
679,317,1083838496,1
342,598,1083838727,1
297,422,1083838785,1
283,687,1083838890,1
297,263,1083838898,1
342,598,1083838981,1
679,404,1083839070,1
342,598,1083839089,1
697,224,1083839163,1
342,598,1083839377,1
177,514,1083839446,1
514,177,1083839637,1
30,404,1083840058,1
9,142,1083840107,1
9,177,1083840124,1
9,282,1083840180,1
342,598,1083840248,1
342,797,1083840264,1
586,309,1083840404,1
586,309,1083840547,1
738,626,1083840613,1
615,365,1083840690,1
254,30,1083840706,1
456,697,1083840769,1
629,128,1083840812,1
626,738,1083840862,1
598,342,1083840909,1
599,534,1083840926,1
52,681,1083841007,1
309,52,1083841036,1
52,309,1083841067,1
309,52,1083841110,1
309,798,1083841266,1
282,34,1083841570,1
590,440,1083841610,1
590,513,1083841635,1
401,639,1083841636,1
204,303,1083841691,1
401,776,1083841749,1
388,761,1083841767,1
53,250,1083841784,1
401,773,1083841789,1
590,626,1083841849,1
551,400,1083841866,1
103,683,1083841889,1
103,731,1083841918,1
798,513,1083841987,1
547,711,1083842004,1
687,41,1083842013,1
103,462,1083842030,1
620,27,1083842040,1
437,625,1083842158,1
372,569,1083842395,1
372,128,1083842530,1
204,303,1083842532,1
372,761,1083842585,1
372,536,1083842643,1
372,799,1083842682,1
372,798,1083842747,1
372,278,1083842794,1
398,782,1083842834,1
212,321,1083842851,1
372,437,1083842954,1
372,765,1083842992,1
277,603,1083843088,1
798,309,1083843097,1
754,41,1083843201,1
220,624,1083843275,1
711,547,1083843283,1
220,644,1083843374,1
220,678,1083843447,1
547,711,1083843463,1
299,462,1083843481,1
220,372,1083843542,1
711,547,1083843555,1
547,711,1083843680,1
299,321,1083843706,1
277,498,1083843916,1
27,620,1083843963,1
711,547,1083843968,1
277,603,1083843994,1
713,372,1083844053,1
154,719,1083844070,1
154,644,1083844113,1
689,626,1083844149,1
713,738,1083844186,1
547,154,1083844298,1
626,689,1083844323,1
277,603,1083844331,1
626,590,1083844333,1
713,567,1083844401,1
713,727,1083844440,1
755,386,1083844467,1
713,161,1083844517,1
713,644,1083844629,1
758,753,1083844652,1
713,103,1083844710,1
687,128,1083844924,1
713,624,1083844926,1
713,90,1083844957,1
713,252,1083844990,1
687,616,1083845010,1
713,714,1083845106,1
713,48,1083845153,1
713,321,1083845164,1
321,212,1083845168,1
766,642,1083845190,1
766,372,1083845203,1
766,372,1083845215,1
586,784,1083845216,1
321,299,1083845243,1
713,542,1083845252,1
681,52,1083845255,1
605,734,1083845299,1
689,626,1083845330,1
766,372,1083845331,1
321,766,1083845338,1
713,479,1083845347,1
321,758,1083845406,1
766,321,1083845425,1
782,398,1083845428,1
586,598,1083845430,1
712,189,1083845443,1
713,242,1083845446,1
321,766,1083845464,1
626,689,1083845527,1
758,321,1083845578,1
321,784,1083845585,1
713,462,1083845587,1
337,649,1083845590,1
321,758,1083845617,1
509,364,1083845619,1
337,769,1083845632,1
101,514,1083845670,1
713,102,1083845684,1
713,716,1083845715,1
586,534,1083845754,1
321,765,1083845771,1
770,534,1083845848,1
586,244,1083845856,1
297,321,1083845873,1
321,798,1083845874,1
713,283,1083845918,1
321,297,1083845928,1
616,321,1083845986,1
321,616,1083845987,1
321,616,1083846031,1
770,454,1083846141,1
297,321,1083846153,1
454,181,1083846160,1
321,297,1083846178,1
555,754,1083846196,1
766,321,1083846202,1
758,321,1083846222,1
372,766,1083846237,1
372,766,1083846257,1
372,766,1083846283,1
321,766,1083846315,1
766,372,1083846349,1
321,758,1083846353,1
766,321,1083846359,1
372,766,1083846375,1
321,766,1083846379,1
67,8,1083846410,1
297,321,1083846416,1
128,629,1083846457,1
189,712,1083846509,1
799,372,1083846546,1
770,454,1083846692,1
103,721,1083846804,1
103,799,1083846840,1
799,103,1083846902,1
456,454,1083846970,1
103,799,1083846979,1
41,687,1083847007,1
212,678,1083847019,1
766,372,1083847040,1
766,321,1083847058,1
766,372,1083847077,1
799,103,1083847084,1
212,765,1083847117,1
372,799,1083847144,1
372,766,1083847171,1
372,766,1083847219,1
799,372,1083847223,1
454,456,1083847235,1
372,799,1083847237,1
103,799,1083847277,1
799,372,1083847318,1
770,454,1083847325,1
799,103,1083847353,1
509,364,1083847462,1
509,316,1083847483,1
509,454,1083847518,1
725,719,1083847524,1
605,617,1083847710,1
605,337,1083847762,1
770,454,1083847770,1
220,644,1083847781,1
605,332,1083847849,1
212,48,1083847910,1
103,799,1083847991,1
128,687,1083848054,1
770,454,1083848115,1
799,103,1083848140,1
252,616,1083848252,1
396,400,1083848268,1
536,372,1083848391,1
321,297,1083848435,1
321,766,1083848460,1
800,766,1083848504,1
95,638,1083848534,1
801,768,1083848593,1
460,542,1083848649,1
128,372,1083848745,1
321,460,1083848778,1
644,220,1083848847,1
34,761,1083848913,1
619,389,1083848979,1
704,617,1083849001,1
619,502,1083849039,1
404,30,1083849142,1
619,784,1083849212,1
687,128,1083849215,1
9,282,1083849276,1
9,282,1083849288,1
687,757,1083849377,1
679,404,1083849678,1
705,788,1083849739,1
705,788,1083849786,1
34,802,1083849861,1
400,721,1083849947,1
679,404,1083850004,1
400,683,1083850036,1
762,562,1083850101,1
705,803,1083850145,1
802,34,1083850158,1
705,803,1083850161,1
462,103,1083850222,1
752,502,1083850282,1
462,299,1083850287,1
350,617,1083850418,1
586,804,1083850437,1
400,474,1083850438,1
372,128,1083850476,1
350,802,1083850554,1
431,299,1083850636,1
802,350,1083850668,1
350,802,1083850826,1
350,802,1083850862,1
802,762,1083850878,1
400,396,1083850923,1
551,400,1083851051,1
639,687,1083851193,1
34,802,1083851404,1
760,212,1083851454,1
640,697,1083851471,1
211,597,1083851492,1
754,570,1083851496,1
697,640,1083851625,1
697,640,1083851677,1
296,63,1083851768,1
299,462,1083851859,1
325,523,1083851928,1
625,437,1083851947,1
103,462,1083851958,1
625,534,1083852012,1
801,321,1083852059,1
697,640,1083852125,1
683,194,1083852130,1
299,321,1083852193,1
683,297,1083852225,1
67,683,1083852381,1
321,299,1083852430,1
708,224,1083852574,1
48,683,1083852729,1
299,321,1083852761,1
569,372,1083852776,1
483,325,1083852859,1
483,583,1083852879,1
483,583,1083852892,1
483,194,1083852906,1
474,400,1083852923,1
483,782,1083853003,1
474,646,1083853116,1
325,483,1083853140,1
67,798,1083853162,1
646,474,1083853251,1
683,48,1083853262,1
474,224,1083853277,1
48,683,1083853350,1
220,644,1083853392,1
474,646,1083853398,1
67,683,1083853492,1
683,48,1083853516,1
683,67,1083853558,1
429,372,1083853722,1
689,626,1083853876,1
9,569,1083853942,1
48,683,1083854111,1
9,683,1083854142,1
9,27,1083854207,1
9,788,1083854318,1
9,753,1083854347,1
683,48,1083854355,1
48,683,1083854486,1
9,783,1083854524,1
9,784,1083854552,1
626,689,1083854555,1
9,798,1083854589,1
9,802,1083854613,1
248,603,1083854624,1
9,569,1083854649,1
9,683,1083854708,1
683,48,1083854718,1
9,683,1083854720,1
9,569,1083854794,1
317,343,1083854834,1
9,683,1083854980,1
9,569,1083855009,1
48,683,1083855039,1
9,569,1083855043,1
9,783,1083855061,1
9,683,1083855132,1
9,569,1083855185,1
9,569,1083855280,1
683,48,1083855293,1
341,638,1083855302,1
9,569,1083855557,1
483,325,1083855578,1
621,774,1083855719,1
128,372,1083855816,1
74,788,1083856218,1
439,212,1083856314,1
439,795,1083856360,1
1,146,1083856526,1
552,769,1083856547,1
462,103,1083856568,1
27,9,1083856714,1
350,617,1083856757,1
224,708,1083856797,1
103,617,1083857113,1
617,236,1083857264,1
617,103,1083857353,1
708,224,1083857421,1
704,617,1083857474,1
1,159,1083857517,1
708,32,1083857539,1
704,504,1083857566,1
57,596,1083857573,1
708,74,1083857664,1
514,101,1083857711,1
52,309,1083857866,1
57,708,1083857908,1
607,728,1083857935,1
738,654,1083857936,1
708,57,1083857966,1
504,771,1083858004,1
52,681,1083858012,1
224,708,1083858042,1
57,708,1083858116,1
57,802,1083858394,1
795,439,1083858422,1
605,341,1083858443,1
254,408,1083858447,1
687,283,1083858508,1
805,41,1083858519,1
586,504,1083858559,1
57,798,1083858638,1
437,625,1083858666,1
704,617,1083858669,1
57,798,1083858685,1
683,617,1083858696,1
683,379,1083858863,1
704,504,1083858905,1
708,57,1083859008,1
681,617,1083859123,1
